Código do País,País/Região,Província/Estado,Latitude,Longitude,PIB 2019,População,População Urbana,Área (Km/2),Densidade (Km/2),Taxa de Fertilidade,Média de Idade,Taxa de Fumantes,Taxa de Mortalidade por Doenças Pulmonares,Total de Leitos Hospitalares,Temperatura Média (Janeiro - Março),Taxa de Umidade (Janeiro - Março),Data do Primeiro Caso,Data,Casos Confirmados,Fatalidades
,Malawi,,-13.254307999999998,34.301525,,19129952.0,18.0,94280.0,203.0,4.3,18.0,,,,,,,3/12/20,0,0
GBR,United Kingdom,Falkland Islands (Malvinas),-51.7963,-59.5236,2743586.0,67886011.0,83.0,241930.0,281.0,1.8,40.0,19.15,23.66,2.8,6.433333332999999,74.58333333,1/30/2020,3/12/20,0,0
FRA,France,Saint Pierre and Miquelon,46.8852,-56.3159,2707074.0,65273511.0,82.0,547557.0,119.0,1.9,42.0,27.7,13.15,6.5,11.26666667,72.95,1/23/2020,3/12/20,0,0
,South Sudan,,6.877000000000002,31.307,,11193725.0,25.0,610952.0,18.0,4.7,19.0,,,,,,,3/12/20,0,0
,Western Sahara,,24.2155,-12.8858,,597339.0,87.0,266000.0,2.0,2.4,28.0,,,,,,,3/12/20,0,0
,Sao Tome and Principe,,0.18636,6.613081,,,,,,,,,,,,,,3/12/20,0,0
,Yemen,,15.552727,48.516388,,29825964.0,38.0,527970.0,56.0,3.8,20.0,,,,,,,3/12/20,0,0
AFG,Afghanistan,,33.0,65.0,18734.0,38928346.0,25.0,652860.0,60.0,4.6,18.0,,37.62,0.5,6.216666667,56.93333333,2/23/2020,3/13/20,7,0
ALB,Albania,,41.1533,20.1683,15418.0,2877797.0,63.0,27400.0,105.0,1.6,36.0,29.4,11.67,2.9,13.95,69.9,3/7/2020,3/13/20,33,1
DZA,Algeria,,28.0339,1.6596,172781.0,43851044.0,73.0,2381740.0,18.0,3.1,29.0,,8.77,1.9,19.56666667,61.71666667,2/24/2020,3/13/20,26,2
AND,Andorra,,42.5063,1.5218,91527.0,77265.0,88.0,470.0,164.0,,,32.5,,2.5,7.3833333329999995,75.23333333,3/1/2020,3/13/20,1,0
,Angola,,-11.2027,17.8739,,32866272.0,67.0,1246700.0,26.0,5.6,17.0,,,,,,,3/13/20,0,0
ATG,Antigua and Barbuda,,17.0608,-61.7964,1688.0,97929.0,26.0,440.0,223.0,2.0,34.0,,11.76,3.8,,,3/12/2020,3/13/20,1,0
ARG,Argentina,,-38.4161,-63.6167,445469.0,45195774.0,93.0,2736690.0,17.0,2.3,32.0,23.95,29.27,5.0,32.81666667,43.61666667,3/2/2020,3/13/20,31,2
ARM,Armenia,,40.0691,45.0382,13444.0,2963243.0,63.0,28470.0,104.0,1.8,35.0,26.9,23.86,4.2,7.1,58.5,2/29/2020,3/13/20,8,0
AUS,Australia,Australian Capital Territory,-35.4735,149.0124,1376255.0,25499884.0,86.0,7682300.0,3.0,1.8,38.0,14.9,18.79,3.8,25.78333333,64.23333333,1/24/2020,3/13/20,1,0
AUS,Australia,New South Wales,-33.8688,151.2093,1376255.0,25499884.0,86.0,7682300.0,3.0,1.8,38.0,14.9,18.79,3.8,25.78333333,64.23333333,1/24/2020,3/13/20,92,2
AUS,Australia,Northern Territory,-12.4634,130.8456,1376255.0,25499884.0,86.0,7682300.0,3.0,1.8,38.0,14.9,18.79,3.8,25.78333333,64.23333333,1/24/2020,3/13/20,1,0
AUS,Australia,Queensland,-28.0167,153.4,1376255.0,25499884.0,86.0,7682300.0,3.0,1.8,38.0,14.9,18.79,3.8,25.78333333,64.23333333,1/24/2020,3/13/20,35,0
AUS,Australia,South Australia,-34.9285,138.6007,1376255.0,25499884.0,86.0,7682300.0,3.0,1.8,38.0,14.9,18.79,3.8,25.78333333,64.23333333,1/24/2020,3/13/20,16,0
AUS,Australia,Tasmania,-41.4545,145.9707,1376255.0,25499884.0,86.0,7682300.0,3.0,1.8,38.0,14.9,18.79,3.8,25.78333333,64.23333333,1/24/2020,3/13/20,5,0
AUS,Australia,Victoria,-37.8136,144.9631,1376255.0,25499884.0,86.0,7682300.0,3.0,1.8,38.0,14.9,18.79,3.8,25.78333333,64.23333333,1/24/2020,3/13/20,36,0
AUS,Australia,Western Australia,-31.9505,115.8605,1376255.0,25499884.0,86.0,7682300.0,3.0,1.8,38.0,14.9,18.79,3.8,25.78333333,64.23333333,1/24/2020,3/13/20,14,1
AUT,Austria,,47.5162,14.5501,447718.0,9006398.0,57.0,82409.0,109.0,1.5,43.0,35.15,17.02,7.6,9.466666667,65.35,2/24/2020,3/13/20,504,1
AZE,Azerbaijan,,40.1431,47.5769,47171.0,10139177.0,56.0,82658.0,123.0,2.1,32.0,23.45,20.61,4.7,10.16666667,68.08333333,2/27/2020,3/13/20,15,1
BHS,Bahamas,,25.0343,-77.3963,12160.0,393244.0,86.0,10010.0,39.0,1.8,32.0,,6.29,2.9,23.26666667,76.55,3/14/2020,3/13/20,0,0
BHR,Bahrain,,26.0275,50.55,38184.0,1701575.0,89.0,760.0,2239.0,2.0,32.0,13.6,18.37,6.8,20.36666667,63.51666667,2/23/2020,3/13/20,195,0
BGD,Bangladesh,,23.685,90.3563,317465.0,164689383.0,39.0,130170.0,1265.0,2.1,28.0,20.25,69.07,0.8,30.28333333,42.35,3/7/2020,3/13/20,3,0
BRB,Barbados,,13.1939,-59.5432,5189.0,287375.0,31.0,430.0,668.0,1.6,40.0,7.0,9.65,5.8,26.9,74.95,3/16/2020,3/13/20,0,0
BLR,Belarus,,53.7098,27.9534,62572.0,9449323.0,79.0,202910.0,47.0,1.7,40.0,28.4,9.46,11.0,3.983333333,81.48333333,2/27/2020,3/13/20,27,0
BEL,Belgium,,50.8333,4.0,517609.0,11589623.0,98.0,30280.0,383.0,1.7,42.0,23.25,27.11,6.2,9.533333333,78.41666667,2/3/2020,3/13/20,559,3
BEN,Benin,,9.3077,2.3158,14374.0,12123200.0,48.0,112760.0,108.0,4.9,19.0,9.35,29.33,0.5,35.13333333,69.0,3/15/2020,3/13/20,0,0
BTN,Bhutan,,27.5142,90.4336,2842.0,771608.0,46.0,38117.0,20.0,2.0,28.0,28.2,71.93,1.7,8.866666667,73.68333333,3/5/2020,3/13/20,1,0
BOL,Bolivia,,-16.2902,-63.5887,42401.0,11673021.0,69.0,1083300.0,11.0,2.8,26.0,23.8,18.42,1.1,20.3,70.7,3/9/2020,3/13/20,3,0
BIH,Bosnia and Herzegovina,,43.9159,17.6791,20106.0,3280819.0,52.0,51000.0,64.0,1.3,43.0,38.6,18.48,3.5,7.966666667,81.71666667,3/4/2020,3/13/20,13,0
BRA,Brazil,,-14.235,-51.9253,1847020.0,212559417.0,88.0,8358140.0,25.0,1.7,33.0,15.3,26.57,2.2,25.81666667,81.68333333,2/24/2020,3/13/20,151,0
BRN,Brunei,,4.5353,114.7277,12455.0,437479.0,80.0,5270.0,83.0,1.8,32.0,16.2,33.05,2.7,29.18333333,81.75,3/8/2020,3/13/20,37,0
BGR,Bulgaria,,42.7339,25.4858,66250.0,6948445.0,76.0,108560.0,64.0,1.6,45.0,35.3,19.79,6.8,9.3,73.53333333,3/6/2020,3/13/20,23,1
BFA,Burkina Faso,,12.2383,-1.5616,14593.0,20903273.0,31.0,273600.0,76.0,5.2,18.0,20.25,19.38,0.4,37.75,10.98333333,3/8/2020,3/13/20,2,0
CPV,Cabo Verde,,16.5388,-23.0418,175900.0,555987.0,68.0,4030.0,138.0,2.3,28.0,17.6,18.77,2.1,,,3/19/2020,3/13/20,0,0
KHM,Cambodia,,11.55,104.9167,26730.0,16718965.0,24.0,176520.0,95.0,2.5,26.0,23.45,34.21,0.8,35.45,55.51666667,1/26/2020,3/13/20,5,0
CMR,Cameroon,,3.848,11.5021,38632.0,26545863.0,56.0,472710.0,56.0,4.6,19.0,22.35,24.85,1.3,35.11666667,65.41666667,3/5/2020,3/13/20,2,0
CAN,Canada,Alberta,53.9333,-116.5765,1730914.0,37742154.0,81.0,9093510.0,4.0,1.5,41.0,14.95,19.01,2.7,-1.8666666669999998,88.58333333,1/24/2020,3/13/20,29,0
CAN,Canada,British Columbia,49.2827,-123.1207,1730914.0,37742154.0,81.0,9093510.0,4.0,1.5,41.0,14.95,19.01,2.7,-1.8666666669999998,88.58333333,1/24/2020,3/13/20,64,1
CAN,Canada,Grand Princess,37.6489,-122.6655,1730914.0,37742154.0,81.0,9093510.0,4.0,1.5,41.0,14.95,19.01,2.7,-1.8666666669999998,88.58333333,1/24/2020,3/13/20,2,0
CAN,Canada,Manitoba,53.7609,-98.8139,1730914.0,37742154.0,81.0,9093510.0,4.0,1.5,41.0,14.95,19.01,2.7,-1.8666666669999998,88.58333333,1/24/2020,3/13/20,4,0
CAN,Canada,New Brunswick,46.5653,-66.4619,1730914.0,37742154.0,81.0,9093510.0,4.0,1.5,41.0,14.95,19.01,2.7,-1.8666666669999998,88.58333333,1/24/2020,3/13/20,1,0
CAN,Canada,Newfoundland and Labrador,53.1355,-57.6604,1730914.0,37742154.0,81.0,9093510.0,4.0,1.5,41.0,14.95,19.01,2.7,-1.8666666669999998,88.58333333,1/24/2020,3/13/20,0,0
CAN,Canada,Nova Scotia,44.682,-63.7443,1730914.0,37742154.0,81.0,9093510.0,4.0,1.5,41.0,14.95,19.01,2.7,-1.8666666669999998,88.58333333,1/24/2020,3/13/20,0,0
CAN,Canada,Ontario,51.2538,-85.3232,1730914.0,37742154.0,81.0,9093510.0,4.0,1.5,41.0,14.95,19.01,2.7,-1.8666666669999998,88.58333333,1/24/2020,3/13/20,74,0
CAN,Canada,Prince Edward Island,46.5107,-63.4168,1730914.0,37742154.0,81.0,9093510.0,4.0,1.5,41.0,14.95,19.01,2.7,-1.8666666669999998,88.58333333,1/24/2020,3/13/20,0,0
CAN,Canada,Quebec,52.9399,-73.5491,1730914.0,37742154.0,81.0,9093510.0,4.0,1.5,41.0,14.95,19.01,2.7,-1.8666666669999998,88.58333333,1/24/2020,3/13/20,17,0
CAN,Canada,Saskatchewan,52.9399,-106.4509,1730914.0,37742154.0,81.0,9093510.0,4.0,1.5,41.0,14.95,19.01,2.7,-1.8666666669999998,88.58333333,1/24/2020,3/13/20,2,0
CAF,Central African Republic,,6.6111,20.9394,2321.0,4829767.0,43.0,622980.0,8.0,4.8,18.0,6.6,41.66,1.0,40.15,33.9,3/14/2020,3/13/20,0,0
TDC,Chad,,15.4542,18.7322,11026.0,16425864.0,23.0,1259200.0,13.0,5.8,17.0,6.8,22.93,0.4,,,3/18/2020,3/13/20,0,0
CHL,Chile,,-35.6751,-71.543,294237.0,19116201.0,85.0,743532.0,26.0,1.7,35.0,38.0,14.84,2.2,25.86666667,36.43333333,3/2/2020,3/13/20,43,0
CHN,China,Anhui,31.8257,117.2264,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,990,6
CHN,China,Beijing,40.1824,116.4142,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,436,8
CHN,China,Chongqing,30.0572,107.874,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,576,6
CHN,China,Fujian,26.0789,117.9874,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,296,1
CHN,China,Gansu,37.8099,101.0583,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,127,2
CHN,China,Guangdong,23.3417,113.4244,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,1356,8
CHN,China,Guangxi,23.8298,108.7881,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,252,2
CHN,China,Guizhou,26.8154,106.8748,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,146,2
CHN,China,Hainan,19.1959,109.7453,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,168,6
CHN,China,Hebei,39.549,116.1306,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,318,6
CHN,China,Heilongjiang,47.862,127.7615,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,482,13
CHN,China,Henan,33.882,113.614,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,1273,22
CHN,China,Hong Kong,22.3,114.2,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,134,4
CHN,China,Hubei,30.9756,112.2707,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,67786,3062
CHN,China,Hunan,27.6104,111.7088,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,1018,4
CHN,China,Inner Mongolia,44.0935,113.9448,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,75,1
CHN,China,Jiangsu,32.9711,119.455,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,631,0
CHN,China,Jiangxi,27.614,115.7221,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,935,1
CHN,China,Jilin,43.6661,126.1923,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,93,1
CHN,China,Liaoning,41.2956,122.6085,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,125,1
CHN,China,Macau,22.1667,113.55,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,10,0
CHN,China,Ningxia,37.2692,106.1655,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,75,0
CHN,China,Qinghai,35.7452,95.9956,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,18,0
CHN,China,Shaanxi,35.1917,108.8701,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,245,2
CHN,China,Shandong,36.3427,118.1498,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,760,7
CHN,China,Shanghai,31.202,121.4491,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,346,3
CHN,China,Shanxi,37.5777,112.2922,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,133,0
CHN,China,Sichuan,30.6171,102.7103,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,539,3
CHN,China,Tianjin,39.3054,117.323,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,136,3
CHN,China,Tibet,31.6927,88.0924,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,1,0
CHN,China,Xinjiang,41.1129,85.2401,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,76,3
CHN,China,Yunnan,24.974,101.487,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,174,2
CHN,China,Zhejiang,29.1832,120.0934,14140163.0,1439323776.0,61.0,9388211.0,153.0,1.7,38.0,24.7,63.1,4.2,9.9,39.03333333,1/10/2020,3/13/20,1215,1
COL,Colombia,,4.5709,-74.2973,327895.0,50882891.0,80.0,1109500.0,46.0,1.8,31.0,11.1,36.3,1.5,21.1,79.7,3/5/2020,3/13/20,13,0
COG,Congo (Brazzaville),,-4.0383,21.7587,48994.0,,,,,,,,29.04,1.6,33.08333333,69.26666667,3/14/2020,3/13/20,0,0
COG,Congo (Kinshasa),,-4.0383,21.7587,11576.0,,,,,,,,29.06,1.6,,,3/9/2020,3/13/20,2,0
CRI,Costa Rica,,9.7489,-83.7534,61021.0,5094118.0,80.0,51060.0,100.0,1.8,33.0,13.4,20.42,1.2,,,3/4/2020,3/13/20,23,0
CIV,Cote d'Ivoire,,7.54,-5.5471,44439.0,,,,,,,,34.56,0.4,38.05,53.93333333,3/10/2020,3/13/20,1,0
HRV,Croatia,,45.1,15.2,60702.0,4105267.0,58.0,55960.0,73.0,1.4,44.0,36.45,21.75,5.6,11.88333333,66.6,2/24/2020,3/13/20,32,0
,Diamond Princess,,0.0,0.0,,,,,,,,,,,,,,3/13/20,706,7
CUB,Cuba,,22.0,-80.0,100023.0,11326616.0,78.0,106440.0,106.0,1.6,42.0,35.25,23.3,5.2,27.4,77.0,3/10/2020,3/13/20,4,0
CYP,Cyprus,,35.1264,33.4299,24280.0,1207359.0,67.0,9240.0,131.0,1.3,37.0,,17.85,3.4,15.41666667,71.11666667,3/8/2020,3/13/20,14,0
CZE,Czechia,,49.8175,15.473,246953.0,,,,,,,,19.68,6.5,7.8833333329999995,72.53333333,2/29/2020,3/13/20,141,0
DNK,Denmark,Faroe Islands,61.8926,-6.9118,347176.0,5792202.0,88.0,42430.0,137.0,1.8,42.0,17.0,31.99,2.5,6.233333332999999,81.68333333,2/26/2020,3/13/20,3,0
DNK,Denmark,Greenland,71.7069,-42.6043,347176.0,5792202.0,88.0,42430.0,137.0,1.8,42.0,17.0,31.99,2.5,6.233333332999999,81.68333333,2/26/2020,3/13/20,0,0
DNK,Denmark,,56.2639,9.5018,347176.0,5792202.0,88.0,42430.0,137.0,1.8,42.0,17.0,31.99,2.5,6.233333332999999,81.68333333,2/26/2020,3/13/20,801,0
DJI,Djibouti,,11.8251,42.5903,3166.0,988000.0,79.0,23180.0,43.0,2.8,27.0,13.3,18.41,2.2,27.28333333,70.66666667,3/17/2020,3/13/20,0,0
DOM,Dominican Republic,,18.7357,-70.1627,89475.0,10847910.0,85.0,48320.0,225.0,2.4,28.0,14.1,11.43,1.6,,,2/29/2020,3/13/20,5,0
ECU,Ecuador,,-1.8312,-78.1834,107914.0,17643054.0,63.0,248360.0,71.0,2.4,28.0,8.65,24.07,1.5,19.26666667,73.25,2/28/2020,3/13/20,17,0
EGY,Egypt,,26.0,30.0,302256.0,102334404.0,43.0,995450.0,103.0,3.3,25.0,25.1,22.61,1.6,21.25,52.08333333,2/13/2020,3/13/20,80,2
SLV,El Salvador,,13.7942,-88.8965,26871.0,6486205.0,73.0,20720.0,313.0,2.1,28.0,6.7,13.86,1.3,,,3/18/2020,3/13/20,0,0
GNQ,Equatorial Guinea,,1.5,10.0,12142.0,1402985.0,73.0,28050.0,50.0,4.6,22.0,,41.24,2.1,28.66666667,78.6,3/13/2020,3/13/20,0,0
ERI,Eritrea,,15.1794,39.7823,2110.0,3546421.0,63.0,101000.0,35.0,4.1,19.0,,27.14,0.7,,,3/20/2020,3/13/20,0,0
EST,Estonia,,58.5953,25.0136,31038.0,1326535.0,68.0,42390.0,31.0,1.6,42.0,33.05,8.8,5.0,3.233333333,82.4,2/26/2020,3/13/20,79,0
SWZ,Eswatini,,-26.5225,31.4659,4657.0,1160164.0,30.0,17200.0,67.0,3.0,21.0,34.1,53.05,0.8,27.45,78.73333333,3/13/2020,3/13/20,0,0
ETH,Ethiopia,,9.145,40.4897,91166.0,114963588.0,21.0,1000000.0,115.0,4.3,19.0,4.7,18.56,0.3,22.55,56.41666667,3/12/2020,3/13/20,1,0
FJI,Fiji,,-17.7134,178.065,5708.0,896445.0,59.0,18270.0,49.0,2.8,28.0,25.55,15.86,2.3,,,3/18/2020,3/13/20,0,0
FIN,Finland,,64.0,26.0,269654.0,5540720.0,86.0,303890.0,18.0,1.5,43.0,20.85,9.92,4.4,2.8,81.25,1/28/2020,3/13/20,155,0
FRA,France,French Guiana,3.9339,-53.1258,2707074.0,65273511.0,82.0,547557.0,119.0,1.9,42.0,27.7,13.15,6.5,11.26666667,72.95,1/23/2020,3/13/20,5,0
FRA,France,French Polynesia,-17.6797,149.4068,2707074.0,65273511.0,82.0,547557.0,119.0,1.9,42.0,27.7,13.15,6.5,11.26666667,72.95,1/23/2020,3/13/20,3,0
FRA,France,Guadeloupe,16.25,-61.5833,2707074.0,65273511.0,82.0,547557.0,119.0,1.9,42.0,27.7,13.15,6.5,11.26666667,72.95,1/23/2020,3/13/20,1,0
FRA,France,Mayotte,-12.8275,45.1662,2707074.0,65273511.0,82.0,547557.0,119.0,1.9,42.0,27.7,13.15,6.5,11.26666667,72.95,1/23/2020,3/13/20,0,0
FRA,France,New Caledonia,-20.9043,165.618,2707074.0,65273511.0,82.0,547557.0,119.0,1.9,42.0,27.7,13.15,6.5,11.26666667,72.95,1/23/2020,3/13/20,0,0
FRA,France,Reunion,-21.1351,55.2471,2707074.0,65273511.0,82.0,547557.0,119.0,1.9,42.0,27.7,13.15,6.5,11.26666667,72.95,1/23/2020,3/13/20,5,0
FRA,France,Saint Barthelemy,17.9,-62.8333,2707074.0,65273511.0,82.0,547557.0,119.0,1.9,42.0,27.7,13.15,6.5,11.26666667,72.95,1/23/2020,3/13/20,1,0
FRA,France,St Martin,18.0708,-63.0501,2707074.0,65273511.0,82.0,547557.0,119.0,1.9,42.0,27.7,13.15,6.5,11.26666667,72.95,1/23/2020,3/13/20,2,0
FRA,France,Martinique,14.6415,-61.0242,2707074.0,65273511.0,82.0,547557.0,119.0,1.9,42.0,27.7,13.15,6.5,11.26666667,72.95,1/23/2020,3/13/20,3,0
FRA,France,,46.2276,2.2137,2707074.0,65273511.0,82.0,547557.0,119.0,1.9,42.0,27.7,13.15,6.5,11.26666667,72.95,1/23/2020,3/13/20,3661,79
GAB,Gabon,,-0.8037,11.6094,16877.0,2225734.0,87.0,257670.0,9.0,4.0,23.0,,26.53,6.3,29.5,77.43333333,3/12/2020,3/13/20,0,0
GMB,Gambia,,13.4432,-15.3101,1773.0,2416668.0,59.0,10120.0,239.0,5.3,18.0,,29.2,1.1,29.45,47.86666667,3/16/2020,3/13/20,0,0
GEO,Georgia,,42.3154,43.3569,15925.0,3989167.0,58.0,69490.0,57.0,2.1,38.0,31.7,23.26,2.6,9.983333333,58.98333333,2/25/2020,3/13/20,25,0
DEU,Germany,,51.0,9.0,3863344.0,83783942.0,76.0,348560.0,240.0,1.6,46.0,30.35,20.01,8.3,8.516666667,74.21666667,1/26/2020,3/13/20,3675,7
GHA,Ghana,,7.9465,-1.0232,67077.0,31072940.0,57.0,227540.0,137.0,3.9,22.0,6.75,21.09,0.9,31.43333333,71.58333333,3/11/2020,3/13/20,0,0
GRC,Greece,,39.0742,21.8243,214012.0,10423054.0,85.0,128900.0,81.0,1.3,46.0,42.65,20.62,4.3,14.93333333,66.36666667,2/25/2020,3/13/20,190,1
GTM,Guatemala,,15.7835,-90.2308,81318.0,17915568.0,52.0,107160.0,167.0,2.9,23.0,,21.2,0.6,27.13333333,72.95,3/12/2020,3/13/20,0,0
GIN,Guinea,,9.9456,-9.6966,4121.0,13132795.0,39.0,245720.0,53.0,4.7,18.0,,25.37,4.024199963,28.66666667,78.6,3/12/2020,3/13/20,1,0
GUY,Guyana,,5.0,-58.75,4725.0,786552.0,27.0,196850.0,4.0,2.5,27.0,,25.7,1.6,31.0,77.88333333,3/11/2020,3/13/20,1,1
HTI,Haiti,,18.9712,-72.2852,8819.0,11402528.0,57.0,27560.0,414.0,3.0,24.0,12.3,25.53,0.7,,,3/19/2020,3/13/20,0,0
VAT,Holy See,,41.9029,12.4534,21198.0,801.0,,0.0,2003.0,,,,,5.0,,,3/5/2020,3/13/20,1,0
HND,Honduras,,15.2,-86.2419,24449.0,9904607.0,57.0,111890.0,89.0,2.5,24.0,17.7,21.39,0.7,28.48333333,69.05,3/10/2020,3/13/20,2,0
HUN,Hungary,,47.1625,19.5033,170407.0,9660351.0,72.0,90530.0,107.0,1.5,43.0,28.4,27.68,7.0,9.766666667,64.73333333,3/3/2020,3/13/20,19,0
ISL,Iceland,,64.9631,-19.0208,23918.0,341243.0,94.0,100250.0,3.0,1.8,37.0,16.05,19.71,3.2,0.7,74.73333333,2/27/2020,3/13/20,134,0
IND,India,,21.0,78.0,2935570.0,1380004385.0,35.0,2973190.0,464.0,2.2,28.0,11.15,96.92,0.7,26.53333333,44.3,1/29/2020,3/13/20,82,2
IDN,Indonesia,,-0.7893,113.9213,1111713.0,273523615.0,56.0,1811570.0,151.0,2.3,30.0,39.9,36.26,1.2,32.91666667,62.03333333,3/1/2020,3/13/20,69,4
IRN,Iran,,32.0,53.0,458500.0,83992949.0,76.0,1628550.0,52.0,2.2,32.0,11.1,18.84,1.5,11.91666667,44.28333333,2/18/2020,3/13/20,11364,514
IRQ,Iraq,,33.0,44.0,224462.0,40222493.0,73.0,434320.0,93.0,3.7,21.0,,8.56,1.4,20.3,41.76666667,2/21/2020,3/13/20,101,9
IRL,Ireland,,53.1424,-7.6921,384940.0,4937786.0,63.0,68890.0,72.0,1.8,38.0,22.15,24.92,2.8,8.3,80.08333333,2/28/2020,3/13/20,90,1
ISR,Israel,,31.0,35.0,387717.0,8655535.0,93.0,21640.0,400.0,3.0,30.0,30.25,16.1,3.1,13.76666667,73.61666667,2/20/2020,3/13/20,126,0
ITA,Italy,,43.0,12.0,1988636.0,60461826.0,69.0,294140.0,206.0,1.3,47.0,24.0,17.0,3.4,15.78333333,64.78333333,1/29/2020,3/13/20,17660,1266
JAM,Jamaica,,18.1096,-77.2975,15702.0,2961167.0,55.0,10830.0,273.0,2.0,31.0,17.9,15.74,1.7,28.48333333,74.26666667,3/9/2020,3/13/20,8,0
JPN,Japan,,36.0,138.0,5154475.0,126476461.0,92.0,364555.0,347.0,1.4,48.0,22.15,12.17,13.4,13.26666667,51.0,1/14/2020,3/13/20,701,19
JOR,Jordan,,31.24,36.51,44172.0,10203134.0,91.0,88780.0,115.0,2.8,24.0,40.45,14.54,1.4,13.58333333,70.25,3/1/2020,3/13/20,1,0
KAZ,Kazakhstan,,48.0196,66.9237,170326.0,18776707.0,58.0,2699700.0,7.0,2.8,31.0,26.6,114.28,6.7,-4.816666667,89.13333333,3/12/2020,3/13/20,4,0
KEN,Kenya,,-0.0236,37.9062,98607.0,53771296.0,28.0,569140.0,94.0,3.5,20.0,13.35,19.15,1.4,26.13333333,71.4,3/12/2020,3/13/20,1,0
